time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz,scenario,provider,timestamp,enodeb,drive_id
559.87,1544620414,4847.08,51.471206,7.458875,154.39,5.81,-0.85,115.43,1,-82,-6,19,11,44,5,13394177,497,55,0.5,18.87,52,860,suburban,vodafone,2018-12-12T13:13:34Z,52321,5
559.9,1544620415,4855.17,51.471159,7.458956,154.07,4.93,-0.83,115.24,1,-92,-7,22,12,47,7,29568768,415,55,8,10.03,86,1815,suburban,tmobile,2018-12-12T13:13:35Z,115503,5
559.83,1544620417,4837.81,51.471151,7.459003,152.5,3.9,-1.02,115.57,1,-86,-11,16,10,49,1,12896770,377,55,5,19.03,47,850,suburban,o2,2018-12-12T13:13:37Z,50378,5
569.85,1544620424,4863.85,51.471154,7.459056,154.19,0,0,116.54,1,-77,-5,25,15,49,5,13394177,497,56,1,37.38,86,860,suburban,vodafone,2018-12-12T13:13:44Z,52321,5
569.92,1544620425,4866.08,51.471133,7.459047,154.07,0,0,115.75,1,-84,-8,12,12,56,7,29568768,415,56,10,13.56,36,1815,suburban,tmobile,2018-12-12T13:13:45Z,115503,5
569.84,1544620427,4843.9,51.471141,7.459042,152.5,0,0,114.95,1,-83,-11,19,12,55,1,12896770,377,56,2,3.5,37,850,suburban,o2,2018-12-12T13:13:47Z,50378,5
579.89,1544620434,4866.08,51.471133,7.459047,154.03,0,0,115.75,1,-88,-8,15,11,52,7,29568768,415,57,0.1,5.1,90,1815,suburban,tmobile,2018-12-12T13:13:54Z,115503,5
579.92,1544620434,4863.85,51.471154,7.459056,154.24,0,0,116.54,1,-78,-5,25,13,49,5,13394177,497,57,0.5,22.86,62,860,suburban,vodafone,2018-12-12T13:13:54Z,52321,5
579.82,1544620437,4843.9,51.471141,7.459042,152.58,0,0,114.95,1,-83,-11,16,11,55,1,12896770,377,57,7,14.61,30,850,suburban,o2,2018-12-12T13:13:57Z,50378,5
589.91,1544620445,4866.08,51.471133,7.459047,153.98,0,0,115.75,1,-84,-8,20,12,57,7,29568768,415,58,6,8.34,48,1815,suburban,tmobile,2018-12-12T13:14:05Z,115503,5
589.86,1544620445,4863.85,51.471154,7.459056,154.27,0,0,116.54,1,-78,-6,19,14,48,5,13394177,497,58,9,97.83,55,860,suburban,vodafone,2018-12-12T13:14:05Z,52321,5
589.8,1544620447,4843.9,51.471141,7.459042,152.61,0,0,114.95,1,-82,-12,21,11,55,1,12896770,377,58,2,9.16,34,850,suburban,o2,2018-12-12T13:14:07Z,50378,5
599.87,1544620454,4863.85,51.471154,7.459056,154.32,0,0,116.54,1,-77,-5,25,15,49,5,13394177,497,59,0.5,24.54,76,860,suburban,vodafone,2018-12-12T13:14:14Z,52321,5
599.9,1544620455,4866.08,51.471133,7.459047,153.93,0,0,115.75,1,-87,-8,16,12,52,7,29568768,415,59,10,12.68,35,1815,suburban,tmobile,2018-12-12T13:14:15Z,115503,5
599.79,1544620457,4843.9,51.471141,7.459042,152.54,0,0,112.9,1,-83,-12,20,12,55,1,12896770,377,59,5,8.94,34,850,suburban,o2,2018-12-12T13:14:17Z,50378,5
609.89,1544620464,4911.31,51.470881,7.45987,153.29,8.98,-0.17,114.91,1,-97,-12,-1,5,47,7,29568768,415,60,3,7.82,35,1815,suburban,tmobile,2018-12-12T13:14:24Z,115503,5
609.87,1544620465,4905.38,51.47094,7.459782,156.84,9.18,0.53,116.25,1,-80,-6,16,12,47,5,13394177,497,60,7,63.42,54,860,suburban,vodafone,2018-12-12T13:14:25Z,52321,5
609.81,1544620467,4903.8,51.470859,7.459985,152.38,8.82,-0.19,114.25,1,-83,-11,15,10,54,1,12896770,377,60,2,10.66,37,850,suburban,o2,2018-12-12T13:14:27Z,50378,5
619.87,1544620474,5005.12,51.470549,7.461131,152.95,10.08,-0.02,114.3,1,-94,-10,3,7,47,6,29568769,416,61,0.1,3.25,37,1815,suburban,tmobile,2018-12-12T13:14:34Z,115503,5
619.86,1544620475,4998.88,51.470603,7.461019,156.25,10.13,-0.17,114.2,1,-85,-7,10,11,41,5,13394177,497,61,7,69.65,52,860,suburban,vodafone,2018-12-12T13:14:35Z,52321,5
619.83,1544620476,4999.63,51.47053,7.461271,151.37,9.99,-0.01,115.1,1,-88,-12,5,7,49,1,12896770,377,61,8,9.14,49,850,suburban,o2,2018-12-12T13:14:36Z,50378,5
629.88,1544620484,5102.12,51.470213,7.462373,155.1,11.49,0.66,115.08,1,-91,-8,5,9,36,5,13394177,497,62,5,33.53,62,860,suburban,vodafone,2018-12-12T13:14:44Z,52321,5
629.89,1544620485,5110.9,51.470147,7.462515,153.28,12,0.36,115.38,1,-100,-10,-2,6,40,13,26378498,495,62,3,6.31,35,1815,suburban,tmobile,2018-12-12T13:14:45Z,103041,5
629.83,1544620487,5107.35,51.470121,7.462663,151.51,12.73,0.7,115.24,1,-87,-12,7,7,49,1,12896770,377,62,1,2.72,43,850,suburban,o2,2018-12-12T13:14:47Z,50378,5
639.86,1544620494,5243.71,51.469665,7.464359,153.13,16.19,1.28,108.87,1,-101,-9,0,4,40,13,26378498,495,63,3,10.98,47,1815,suburban,tmobile,2018-12-12T13:14:54Z,103041,5
639.87,1544620494,5232.09,51.469711,7.464127,155.22,15.32,1.52,110.19,1,-86,-6,-2,6,41,13,13393923,318,63,8,41.45,56,860,suburban,vodafone,2018-12-12T13:14:54Z,52320,5
639.83,1544620497,5245.04,51.469639,7.464562,149.02,16.34,0.13,107.79,1,-93,-9,13,11,42,1,12896770,377,63,4,2.95,42,850,suburban,o2,2018-12-12T13:14:57Z,50378,5
649.9,1544620504,5392.19,51.469386,7.466372,153.02,15.18,-0.21,99.8,1,-93,-8,10,9,35,13,13393923,318,64,10,26.32,60,860,suburban,vodafone,2018-12-12T13:15:04Z,52320,5
649.87,1544620505,5400.46,51.469418,7.466615,153.31,15.6,0.43,94.48,1,-96,-8,-2,6,42,15,29401601,354,64,7,20.64,35,1815,suburban,tmobile,2018-12-12T13:15:05Z,114850,5
650.37,1544620507,5418.79,51.469431,7.467092,152.59,15.68,0.23,89.92,1,-97,-14,4,5,42,1,12896770,377,64,3,11.1,217,850,suburban,o2,2018-12-12T13:15:07Z,50378,5
659.87,1544620514,5565.9,51.469616,7.469001,152.52,17.78,-0.12,82.05,1,-105,-12,0,8,39,15,29401601,354,65,3,11.28,34,1815,suburban,tmobile,2018-12-12T13:15:14Z,114850,5
659.9,1544620514,5554.21,51.469518,7.468759,153.26,17.87,0.14,82.55,1,-93,-8,8,10,34,11,13393923,318,65,4,25.95,111,860,suburban,vodafone,2018-12-12T13:15:14Z,52320,5
659.81,1544620516,5571.2,51.469641,7.469248,152.93,18.05,0.13,80.17,1,-92,-11,4,8,43,1,12896770,377,65,6,12.1,35,850,suburban,o2,2018-12-12T13:15:16Z,50378,5
669.9,1544620524,5741.92,51.469836,7.471567,153.56,18.88,0.56,87.94,1,-98,-9,4,6,43,20,31263232,281,66,1,7.56,38,1815,suburban,tmobile,2018-12-12T13:15:24Z,122122,5
669.89,1544620524,5728.84,51.469782,7.471287,156.05,18.05,0.97,89.51,1,-92,-8,4,9,36,11,13393923,318,66,5,30.77,102,860,suburban,vodafone,2018-12-12T13:15:24Z,52320,5
669.9,1544620527,5751.76,51.469866,7.471836,155.8,18.3,-0.66,87.8,1,-95,-10,19,5,40,1,12896770,377,66,0.1,3.39,47,850,suburban,o2,2018-12-12T13:15:27Z,50378,5
679.89,1544620534,5918.87,51.469669,7.474138,158.44,18.99,0.63,98.54,1,-100,-10,1,5,42,20,31263232,281,67,7,5.58,41,1815,suburban,tmobile,2018-12-12T13:15:34Z,122122,5
680.05,1544620535,5925.26,51.469695,7.474151,160.05,19.08,0.66,98.38,1,-96,-9,3,7,33,24,13246977,156,67,9,5.66,47,860,suburban,vodafone,2018-12-12T13:15:35Z,51746,5
679.82,1544620537,5928.03,51.469705,7.474357,163.92,19,0.69,96.9,1,-99,-16,-2,4,41,1,12896770,377,67,6,1.9,35,850,suburban,o2,2018-12-12T13:15:37Z,50378,5
690.03,1544620545,6100.52,51.469543,7.476736,160.82,13.79,-0.3,86.2,1,-101,-13,-6,6,45,25,28371200,68,68,0.1,4.68,56,1815,suburban,tmobile,2018-12-12T13:15:45Z,110825,5
690.34,1544620545,6093.01,51.469551,7.476517,160.86,13.95,0.04,91.47,1,-103,-14,1,5,31,24,13246977,156,68,5,21.49,351,860,suburban,vodafone,2018-12-12T13:15:45Z,51746,5
693.17,1544620551,6144.27,51.469592,7.477522,166.12,13.86,0.2,83.6,1,-105,-18,-8,4,37,1,12896770,377,68,10,4.46,2019,850,suburban,o2,2018-12-12T13:15:51Z,50378,5
699.87,1544620554,6220.81,51.469709,7.478503,165.06,13.47,-0.64,77.47,1,-92,-9,0,6,48,10,29913344,432,69,5,17.06,36,1815,suburban,tmobile,2018-12-12T13:15:54Z,116849,5
699.91,1544620554,6214.51,51.46968,7.478337,166.3,14.04,-0.29,79.31,1,-91,-11,7,11,39,9,13393922,319,69,8,43.21,53,860,suburban,vodafone,2018-12-12T13:15:54Z,52320,5
709.87,1544620564,6345.34,51.470006,7.480121,171.34,13.86,-0.05,72.42,1,-76,-6,14,10,51,9,13393922,319,70,5,31.57,58,860,suburban,vodafone,2018-12-12T13:16:04Z,52320,5
709.94,1544620565,6351.18,51.470091,7.480291,173.64,13.42,-0.27,70.91,1,-80,-6,16,12,57,8,26378497,496,70,0.5,8.64,45,1815,suburban,tmobile,2018-12-12T13:16:05Z,103041,5
719.87,1544620575,6455.04,51.470268,7.481637,172.7,7.01,1.36,142.32,1,-90,-6,10,8,48,8,26378497,496,71,0.5,8.7,43,1815,suburban,tmobile,2018-12-12T13:16:15Z,103041,5
719.89,1544620575,6457.32,51.47028,7.481591,175.21,5.72,0.31,115.18,1,-90,-8,12,7,38,9,13393922,319,71,5,44.2,60,860,suburban,vodafone,2018-12-12T13:16:15Z,52320,5
729.87,1544620584,6542.26,51.469545,7.482005,170.63,9.1,0.52,165.2,1,-94,-7,11,7,33,9,13393922,319,72,0.1,8.33,54,860,suburban,vodafone,2018-12-12T13:16:24Z,52320,5
729.87,1544620585,6544.05,51.469433,7.482041,170.18,8.89,-0.76,166.45,1,-93,-8,1,5,47,8,26378497,496,72,3,7.2,87,1815,suburban,tmobile,2018-12-12T13:16:25Z,103041,5
739.9,1544620595,6632.22,51.468601,7.482325,171.23,13.13,0.72,165.37,1,-91,-7,7,7,48,8,29913344,432,73,1,5.63,90,1815,suburban,tmobile,2018-12-12T13:16:35Z,116849,5
739.89,1544620595,6627.82,51.468733,7.482298,168.53,12.03,0.68,165.82,1,-94,-8,1,7,34,9,13393922,319,73,2,28.78,62,860,suburban,vodafone,2018-12-12T13:16:35Z,52320,5
749.88,1544620605,6760.05,51.467484,7.482736,171.22,13.15,-0.29,171.67,1,-88,-6,19,9,47,8,29913344,432,74,4,19.38,46,1815,suburban,tmobile,2018-12-12T13:16:45Z,116849,5
751.61,1544620607,6780.2,51.4674,7.482766,168.08,13.6,0.43,173.87,1,-107,-13,-2,7,25,9,13393922,319,74,0.5,0.94,721,860,suburban,vodafone,2018-12-12T13:16:47Z,52320,5
759.89,1544620615,6901.56,51.466219,7.4825,168.67,13.05,-0.17,196.61,1,-84,-5,18,10,54,8,29913344,432,75,2,10.6,54,1815,suburban,tmobile,2018-12-12T13:16:55Z,116849,5
762.93,1544620618,6932.25,51.465973,7.482351,160.75,13.11,-0.78,195.06,1,-110,-13,-9,6,24,10,13394435,184,75,9,2.21,2009,860,suburban,vodafone,2018-12-12T13:16:58Z,52322,5
769.9,1544620625,7033.64,51.465084,7.481717,166.03,13.05,0.51,202.93,1,-82,-6,18,1,56,8,29913344,432,76,4,17.49,42,1815,suburban,tmobile,2018-12-12T13:17:05Z,116849,5
770.13,1544620628,7051.64,51.464881,7.481543,163.8,13.4,-0.44,200.84,1,-93,-11,2,5,44,10,12909339,289,76,6,2.55,48,1845,suburban,o2,2018-12-12T13:17:08Z,50427,5
776.52,1544620631,7118.93,51.46441,7.481297,161.64,13.26,-0.58,198.27,1,-111,-7,10,10,16,16,13393934,265,76,2,0.88,1528,2630,suburban,vodafone,2018-12-12T13:17:11Z,52320,5
779.89,1544620635,7165.7,51.463986,7.481095,163.9,11.6,-0.19,195.72,1,-80,-6,14,13,58,2,29913346,433,77,0.5,8.4,36,1815,suburban,tmobile,2018-12-12T13:17:15Z,116849,5
782.9,1544620640,7201.49,51.463599,7.480903,162.97,10.61,-0.38,195.43,1,-95,-15,-6,5,46,10,12909339,289,77,1,0.82,390,1845,suburban,o2,2018-12-12T13:17:20Z,50427,5
789.89,1544620645,7269.46,51.463099,7.480658,166.04,11.62,0.95,195.82,1,-73,-5,21,15,63,2,29913346,433,78,7,31.15,38,1815,suburban,tmobile,2018-12-12T13:17:25Z,116849,5
790.69,1544620648,7283.1,51.462897,7.480561,170.42,11.82,0.19,196.93,1,-93,-15,-2,6,48,7,12909595,143,78,10,10.69,354,1845,suburban,o2,2018-12-12T13:17:28Z,50428,5
799.92,1544620655,7375.64,51.462207,7.480273,168.12,3.28,-1.74,195.12,1,-83,-6,27,14,54,2,29913346,433,79,2,9.59,69,1815,suburban,tmobile,2018-12-12T13:17:35Z,116849,5
800.17,1544620658,7371.64,51.462187,7.480235,174.67,0.87,-1.17,196.76,1,-91,-12,8,8,47,7,12909595,143,79,2,4.1,53,1845,suburban,o2,2018-12-12T13:17:38Z,50428,5
809.92,1544620664,7394.71,51.462042,7.480482,169.3,8.16,1.18,99.85,1,-83,-6,13,11,53,2,29913346,433,80,3,12.12,72,1815,suburban,tmobile,2018-12-12T13:17:44Z,116849,5
810.14,1544620667,7404.87,51.462084,7.480735,173.61,11.59,1.53,91.09,1,-94,-8,8,9,36,7,12909595,143,80,0.5,4,57,1845,suburban,o2,2018-12-12T13:17:47Z,50428,5
819.9,1544620675,7506.45,51.462015,7.482076,172.24,10.93,-0.65,92.36,1,-81,-9,18,15,60,2,29913346,433,81,10,17.47,94,1815,suburban,tmobile,2018-12-12T13:17:55Z,116849,5
820.15,1544620677,7518.3,51.462052,7.482362,175.65,8.49,-1.17,90.85,1,-98,-13,-3,8,38,7,12909595,143,81,5,3.51,114,1845,suburban,o2,2018-12-12T13:17:57Z,50428,5
823.04,1544620678,7539.86,51.462056,7.482505,171.67,7.9,-0.5,91.17,1,-110,-15,-1,6,23,13,13394435,156,81,9,2.8,1178,860,suburban,vodafone,2018-12-12T13:17:58Z,52322,5
829.87,1544620685,7600.17,51.462004,7.483388,177.7,7.68,-1.43,91.13,1,-84,-6,16,10,53,2,29913345,434,82,4,9.7,98,1815,suburban,tmobile,2018-12-12T13:18:05Z,116849,5
832.07,1544620687,7620.61,51.462004,7.483695,172.02,8.9,-0.87,93.31,1,-114,-15,0,7,21,25,13246977,156,82,3,1.89,977,860,suburban,vodafone,2018-12-12T13:18:07Z,51746,5
830.54,1544620688,7609.25,51.462024,7.483655,175.09,9.16,0,91.65,1,-98,-13,1,5,39,14,12909339,289,82,3,9.45,253,1845,suburban,o2,2018-12-12T13:18:08Z,50427,5
839.88,1544620695,7688.11,51.461666,7.48431,175.53,8.51,-0.03,159.9,1,-85,-6,27,12,52,2,29913345,434,83,6,13.82,94,1815,suburban,tmobile,2018-12-12T13:18:15Z,116849,5
840.14,1544620697,7694.79,51.461562,7.484372,177.88,10.13,1.18,171.14,1,-81,-7,12,11,51,5,12909593,141,83,7,13.35,49,1845,suburban,o2,2018-12-12T13:18:17Z,50428,5
843.45,1544620698,7716.15,51.461429,7.484475,177.35,11.12,0.48,167.11,1,-102,-9,-10,6,36,14,13394435,184,83,2,2.68,1262,860,suburban,vodafone,2018-12-12T13:18:18Z,52322,5
849.91,1544620704,7786.76,51.460694,7.484536,181.99,12.59,1.28,178.1,1,-90,-9,11,8,50,2,29913345,434,84,4,10.49,77,1815,suburban,tmobile,2018-12-12T13:18:24Z,116849,5
851.19,1544620706,7808.16,51.460572,7.484579,183.24,12.95,0.55,180.4,1,-94,-12,3,7,38,14,13394435,184,84,2,7.26,748,860,suburban,vodafone,2018-12-12T13:18:26Z,52322,5
850.11,1544620707,7811.12,51.460472,7.484556,186.28,12.59,-0.46,180.05,1,-77,-7,10,9,54,5,12909593,141,84,6,20.08,36,1845,suburban,o2,2018-12-12T13:18:27Z,50428,5
859.88,1544620715,7910.91,51.459552,7.484351,189.75,13.88,0.27,190.22,1,-105,-9,8,5,35,2,29913345,434,85,10,14.98,38,1815,suburban,tmobile,2018-12-12T13:18:35Z,116849,5
861.23,1544620716,7935.45,51.459434,7.484353,190.44,13.24,-0.65,188.8,1,-104,-9,3,6,26,14,13394435,184,85,1,1.87,680,860,suburban,vodafone,2018-12-12T13:18:36Z,52322,5
860.24,1544620717,7938.7,51.459306,7.484311,195.17,13.44,-0.02,189.75,1,-71,-11,5,11,63,5,12909593,141,85,1,5.77,74,1845,suburban,o2,2018-12-12T13:18:37Z,50428,5
869.9,1544620724,8048.24,51.458335,7.483943,199.06,14.22,-0.33,192.4,1,-105,-10,4,7,36,2,29913345,434,86,4,10.22,54,1815,suburban,tmobile,2018-12-12T13:18:44Z,116849,5
869.91,1544620724,8045.08,51.458455,7.484024,197.78,14.64,0.78,191.7,1,-100,-12,1,6,32,14,13394435,184,86,7,7.78,56,860,suburban,vodafone,2018-12-12T13:18:44Z,52322,5
870.16,1544620727,8078.46,51.458077,7.483866,197.97,14.11,-0.12,193.15,1,-75,-9,8,11,60,4,12909595,143,86,8,8.03,47,1845,suburban,o2,2018-12-12T13:18:47Z,50428,5
879.9,1544620734,8194.88,51.457002,7.483499,206.41,15.14,-0.07,191.28,1,-96,-9,11,8,43,7,28371200,68,87,5,12.72,88,1815,suburban,tmobile,2018-12-12T13:18:54Z,110825,5
879.92,1544620735,8191.27,51.457148,7.483592,203.19,15.16,0.17,191.5,1,-112,-11,2,11,18,62,13067273,288,87,7,8.42,57,1865,suburban,vodafone,2018-12-12T13:18:55Z,51044,5
880.13,1544620737,8227.88,51.456739,7.483431,206.14,14.8,-0.06,191.39,1,-82,-11,0,6,53,20,12909339,289,87,0.1,4.97,58,1845,suburban,o2,2018-12-12T13:18:57Z,50427,5
889.89,1544620745,8350.71,51.455606,7.483286,211.91,15.05,-0.5,180.72,1,-91,-11,11,9,51,7,28371200,68,88,7,16.23,36,1815,suburban,tmobile,2018-12-12T13:19:05Z,110825,5
892.56,1544620747,8389.37,51.455368,7.483324,213.51,13.32,-0.83,177.6,1,-113,-11,1,12,19,62,13067273,288,88,0.1,0.31,1354,1865,suburban,vodafone,2018-12-12T13:19:07Z,51044,5
890.15,1544620748,8382.31,51.455371,7.483299,214.82,13.42,-0.65,176.95,1,-86,-6,9,11,45,4,12909594,142,88,10,27.86,40,1845,suburban,o2,2018-12-12T13:19:08Z,50428,5
899.89,1544620755,8484,51.454397,7.483734,218.48,16.4,1.31,159.89,1,-89,-6,15,14,46,6,28371202,67,89,9,19.39,66,1815,suburban,tmobile,2018-12-12T13:19:15Z,110825,5
900.12,1544620757,8522.61,51.454139,7.483951,222.29,16.64,-0.88,153.98,1,-84,-5,13,12,47,4,12909594,142,89,0.1,6.4,50,1845,suburban,o2,2018-12-12T13:19:17Z,50428,5
909.89,1544620764,8649.9,51.453213,7.485254,228.05,15.2,-2.48,135.44,1,-82,-6,22,10,54,6,28371202,67,90,0.1,6.78,37,1815,suburban,tmobile,2018-12-12T13:19:24Z,110825,5
9.88,1544679445,87.11,51.449335,7.488413,247.24,12.11,0.17,176.91,1,-100,-9,8,11,39,6,28371201,66,0,5,14.88,40,1815,highway,tmobile,2018-12-13T05:37:25Z,110825,6
10.21,1544679446,99.14,51.449242,7.488433,253.01,12.15,0.24,178.78,1,-102,-7,10,7,31,13,12918809,429,0,5,7.31,36,1845,highway,o2,2018-12-13T05:37:26Z,50464,6
9.93,1544679446,92.18,51.449239,7.488466,258.12,12.5,0.35,179.22,1,-102,-7,10,12,25,7,13415170,315,0,6,0.55,153,860,highway,vodafone,2018-12-13T05:37:26Z,52403,6
19.76,1544679455,221.49,51.448122,7.488062,248.81,14.1,-0.42,193.78,1,-93,-9,0,10,43,10,27771906,486,1,2,6.02,58,870,highway,tmobile,2018-12-13T05:37:35Z,108484,6
20.21,1544679456,234.91,51.447986,7.488033,256.16,13.99,-0.06,193.4,1,-97,-6,19,12,34,13,12918809,429,1,3,7.02,84,1845,highway,o2,2018-12-13T05:37:36Z,50464,6
30.18,1544679465,370.76,51.446784,7.488022,260.86,13.92,0.05,168.85,1,-98,-7,22,5,34,13,12918809,429,2,0.1,9.3,37,1845,highway,o2,2018-12-13T05:37:45Z,50464,6
29.83,1544679465,358.97,51.446873,7.487924,255.03,14.01,0.04,171.95,1,-93,-13,13,14,48,10,27771906,486,2,4,1.43,66,870,highway,tmobile,2018-12-13T05:37:45Z,108484,6
29.08,1544679465,366,51.446804,7.488023,263.66,13.7,-0.38,169.13,1,-113,-15,-11,6,21,11,13415170,315,1,6,0.27,3989,860,highway,vodafone,2018-12-13T05:37:45Z,52403,6
34.69,1544679471,435.51,51.44622,7.488474,266.2,14.18,-0.18,152.19,1,-103,-15,-13,8,34,11,13415170,315,2,0.5,0.07,3208,860,highway,vodafone,2018-12-13T05:37:51Z,52403,6
40.22,1544679476,513.71,51.445705,7.489184,266.55,14.89,0.06,135.81,1,-98,-6,27,11,34,13,12918809,429,3,2,3.78,39,1845,highway,o2,2018-12-13T05:37:56Z,50464,6
50.19,1544679486,660.31,51.444926,7.490914,275.36,12.53,-0.52,127.62,1,-97,-7,11,10,35,13,12918809,429,4,2,2.35,40,1845,highway,o2,2018-12-13T05:38:06Z,50464,6
52.34,1544679487,683.33,51.444774,7.491271,277.34,8,-1.48,127.38,1,-89,-13,-1,7,54,6,27771904,487,4,4,2.46,74,870,highway,tmobile,2018-12-13T05:38:07Z,108484,6
55.58,1544679492,705.36,51.444706,7.49148,276.13,2.55,-1.91,128.03,1,-113,-12,-1,2,27,23,13417219,440,3,6,0.71,5310,860,highway,vodafone,2018-12-13T05:38:12Z,52411,6
60.18,1544679496,715.9,51.444663,7.491546,274.52,1.6,1.18,127.87,1,-104,-8,10,15,30,13,12918809,429,5,3,9.34,46,1845,highway,o2,2018-12-13T05:38:16Z,50464,6
61.42,1544679496,709.04,51.444654,7.491542,277.38,3.24,1.61,128.97,1,-88,-12,0,15,49,6,27771904,487,5,7,4.97,823,870,highway,tmobile,2018-12-13T05:38:16Z,108484,6
65.69,1544679501,735.91,51.444456,7.491742,278.35,6.57,0.59,200.49,1,-109,-13,-15,4,22,24,13417219,440,4,4,0.52,5607,860,highway,vodafone,2018-12-13T05:38:21Z,52411,6
66.58,1544679502,742.49,51.444383,7.491677,278.9,7.67,1.11,215.8,1,-109,-13,-15,4,22,24,13417219,440,5,7,0.76,5909,860,highway,vodafone,2018-12-13T05:38:22Z,52411,6
70.18,1544679505,778.14,51.444154,7.491419,277.94,11.17,0.85,215.67,1,-90,-8,30,6,44,13,12918809,429,6,2,14.59,38,1845,highway,o2,2018-12-13T05:38:25Z,50464,6
69.97,1544679505,757.59,51.444248,7.491504,275.38,9.73,0.56,215.6,1,-81,-11,4,9,61,6,27771904,487,6,5,7.62,149,870,highway,tmobile,2018-12-13T05:38:25Z,108484,6
80.16,1544679515,907.25,51.443203,7.49029,277.03,14.18,-0.37,216.73,1,-90,-6,8,10,42,13,12918809,429,7,0.1,5.44,41,1845,highway,o2,2018-12-13T05:38:35Z,50464,6
79.77,1544679515,882.53,51.443328,7.490407,272.96,14.52,0.08,216.76,1,-76,-5,29,12,55,6,27771904,487,7,1,5.44,38,870,highway,tmobile,2018-12-13T05:38:35Z,108484,6
79.6,1544679515,898.93,51.443211,7.490314,275.28,14.19,-0.35,216.46,1,-108,-16,-13,4,25,23,13417219,440,6,3,0.33,4454,860,highway,vodafone,2018-12-13T05:38:35Z,52411,6
88.18,1544679524,1024.95,51.442304,7.489236,275.88,14.61,0.37,216.27,1,-102,-16,-11,4,32,23,13417219,440,7,3,1.17,3184,860,highway,vodafone,2018-12-13T05:38:44Z,52411,6
89.8,1544679525,1023.09,51.442327,7.489217,277.79,14.61,0.03,216.64,1,-63,-5,23,13,63,6,27771904,487,8,10,11.25,38,870,highway,tmobile,2018-12-13T05:38:45Z,108484,6
90.18,1544679526,1047.3,51.442207,7.48908,278.48,14.88,0.24,218.11,1,-81,-7,24,12,52,13,12918809,429,8,3,16.97,35,1845,highway,o2,2018-12-13T05:38:46Z,50464,6
96.05,1544679531,1139.01,51.441535,7.488054,279.12,13.16,0.5,229.07,1,-103,-15,-13,1,32,23,13417219,440,8,7,0.49,2006,860,highway,vodafone,2018-12-13T05:38:51Z,52411,6
100.16,1544679535,1192.82,51.441302,7.487535,279.3,14.65,0.16,231.18,1,-79,-5,26,15,52,2,12918810,431,9,0.1,5.19,60,1845,highway,o2,2018-12-13T05:38:55Z,50464,6
99.85,1544679535,1164.85,51.441394,7.4877,277.67,14.26,0,230.73,1,-62,-9,32,15,63,6,27771904,487,9,0.5,3.73,46,870,highway,tmobile,2018-12-13T05:38:55Z,108484,6
102.45,1544679538,1221.28,51.441086,7.487059,282.25,14.5,0.26,233.04,1,-92,-14,-5,7,40,23,13417219,440,9,0.5,0.8,2594,860,highway,vodafone,2018-12-13T05:38:58Z,52411,6
109.83,1544679545,1311.85,51.440607,7.485979,279.89,14.6,0.15,233.03,1,-56,-6,27,12,63,1,27771905,488,10,0.5,10.47,39,870,highway,tmobile,2018-12-13T05:39:05Z,108484,6
110.2,1544679546,1339.86,51.440508,7.485833,281.5,14.6,0.04,232.38,1,-76,-6,18,13,55,2,12918810,431,10,8,11.83,39,1845,highway,o2,2018-12-13T05:39:06Z,50464,6
111.49,1544679547,1349.64,51.440374,7.485519,285.83,14.04,-0.12,232.51,1,-100,-15,1,7,34,23,13417219,440,10,10,0.69,643,860,highway,vodafone,2018-12-13T05:39:07Z,52411,6
119.78,1544679555,1462.04,51.439783,7.484264,279.7,14.79,-0.34,233.13,1,-61,-6,27,13,63,1,27771905,488,11,6,23.05,70,870,highway,tmobile,2018-12-13T05:39:15Z,108484,6
120.19,1544679556,1486.68,51.439715,7.484127,282.7,14.47,-0.33,233.71,1,-76,-6,22,13,55,4,12918811,430,11,10,11.68,107,1845,highway,o2,2018-12-13T05:39:16Z,50464,6
122.74,1544679558,1509.01,51.439477,7.483622,289.69,14.52,-0.14,233.72,1,-99,-16,-1,6,34,23,13417219,440,11,0.1,0.5,1692,860,highway,vodafone,2018-12-13T05:39:18Z,52411,6
129.76,1544679565,1611.68,51.439053,7.482431,282.36,15.09,0.17,240.23,1,-78,-6,16,11,55,1,27771905,488,12,1,2.52,85,870,highway,tmobile,2018-12-13T05:39:25Z,108484,6
130.22,1544679566,1637.37,51.438969,7.482204,289.31,15.69,0.33,240.31,1,-88,-6,20,12,43,4,12918811,430,12,8,4.97,40,1845,highway,o2,2018-12-13T05:39:26Z,50464,6
132.81,1544679568,1652.77,51.43874,7.481664,294.04,14.06,-0,241,1,-96,-17,1,7,37,23,13417219,440,12,3,0.3,675,860,highway,vodafone,2018-12-13T05:39:28Z,52411,6
139.91,1544679576,1761.87,51.438368,7.480403,289.73,15.52,0.03,239.98,1,-95,-8,3,12,41,1,27771905,488,13,10,2.67,56,870,highway,tmobile,2018-12-13T05:39:36Z,108484,6
142.54,1544679578,1822.73,51.438175,7.479857,290.52,15.23,-0.05,240.98,1,-107,-14,-1,8,33,4,12918811,430,13,7,3.6,593,1845,highway,o2,2018-12-13T05:39:38Z,50464,6
